电影名称,上映时间,评分,评论人数,演员,类型,国家,电影ID
长江,1981-11-07,9.6,4628,佐田雅志,纪录片,"日本,中国大陆",25971044
犴达罕,2013-12-10,9.2,9104,,纪录片,中国大陆,25705675
蜂蜜之地,2019-01-28,9.0,31487,"哈蒂兹·穆拉托娃,纳齐夫·穆拉托娃,侯赛因·萨姆","剧情,纪录片",北马其顿,30391726
共犯者们,2017-08-17,9.3,13051,"崔承浩,朴槿惠,李明博",纪录片,韩国,27101775
四个春天,2019-01-04,8.8,178645,"陆运坤,李桂贤,陆庆伟","纪录片,家庭",中国大陆,27191492
车轮不息,2012,9.1,11081,,"剧情,纪录片,冒险,运动","美国,中国大陆,加拿大,尼泊尔,阿根廷",19955871
姑奶奶,2010-09-04,9.0,15669,樊其辉,"传记,纪录片,同性,音乐",中国大陆,5265182
徒手攀岩,2019-09-06,8.8,169738,"亚历克斯·霍诺德,汤米·考德威尔,金国威",纪录片,美国,30167509
持摄影机的人,1929-01-08,9.1,18705,米哈伊尔·考夫曼,纪录片,苏联,1293199
科比的缪斯,2015-02-21,9.2,14504,"科比·布莱恩特,凡妮莎·莱茵·布莱恩特,迈克尔·乔丹","传记,纪录片,运动",美国,26334993
囚,2017-02-12,9.1,10152,,纪录片,中国大陆,26961159
就是这样,2009-10-28,8.8,94031,"迈克尔·杰克逊,奥里安斯,肯尼·奥特加","纪录片,音乐",美国,3920977
不了神话 宫崎骏,2016-11-13,9.1,17778,"宫崎骏,铃木敏夫,坂本千夏",纪录片,日本,26914034
幼儿园,2004,8.8,49616,,纪录片,中国大陆,1761172
隐秘的爱,2020-04-29,9.1,17198,"特里·唐纳修,帕特·亨舍尔,戴安娜·波伦","纪录片,同性",美国,34968314
地球公民,2005-09-24,9.2,13604,华金·菲尼克斯,纪录片,美国,2328234
超音速,2016-10-02,9.5,8354,"利亚姆·加拉格尔,诺尔·加拉格,保罗·阿瑟斯","纪录片,音乐",英国,26707093
梦的背后,2018-11-12,8.9,18660,"娄烨,张家鲁,包轩鸣",纪录片,中国大陆,30346866
龙哥,2007,8.9,18516,周浩,纪录片,中国大陆,3724118
互联网之子,2014-01-20,9.1,16376,"亚伦·斯沃茨,蒂姆·伯纳斯-李,科利·多克托罗","传记,纪录片",美国,25785114
被遗忘的时光,2010-11-26,9.3,6060,陈嘉桦,纪录片,中国台湾,5355067
印度的女儿,2015-03-04,9.0,21246,"阿莎·德维,巴德里·辛格,穆克什·辛格","犯罪,纪录片","英国,印度",26336727
二十二,2017-08-14,8.7,302494,"韦绍兰,罗善学,毛银梅",纪录片,中国大陆,26430107
生门,2016-12-16,8.8,30737,"李家福,夏锦菊,陈小凤",纪录片,中国大陆,26836588
监守自盗,2010-05-16,8.8,52066,"马特·达蒙,保罗·沃尔克,多米尼克·斯特劳斯·卡恩","犯罪,纪录片",美国,4843480
摄氏零度·春光再现,2003-11-23,8.8,24554,"王家卫,梁朝伟,张国荣","纪录片,同性",中国香港,1401526
帝企鹅日记,2005-01-21,8.7,86426,"夏尔·贝尔林,罗曼娜·波琳热,儒勒·斯楚克",纪录片,法国,1369747
再见，我的新郎,2013-04-23,8.9,23420,"肖恩·比特尼·科恩,托马斯·李·布莱德格鲁姆,麦克拉·迈耶尔斯","纪录片,同性",美国,22559478
摇滚本事,2002-12-20,9.4,4596,"陈信宏,蔡升晏","纪录片,音乐",中国台湾,3737081
寻找薇薇安·迈尔,2013-09-09,8.8,34462,"约翰·马卢夫,玛丽·艾伦·马克,菲尔·多纳休",纪录片,美国,21356379
听风的歌,2007-10-05,9.1,13139,,"纪录片,音乐",冰岛,2240990
他们在岛屿写作：如歌的行板,2014-10-18,9.5,4028,"痖弦,阮义忠,蒋勋",纪录片,中国台湾,26235647
万物与虚无,2011-03-02,9.3,9203,吉姆·艾尔-哈利利,纪录片,英国,6872214
三个摩梭女子的故事,2001,9.3,5039,,纪录片,中国香港,20273843
福原爱：镜头下的四分之一个世纪,2017-02-10,9.2,10456,福原爱,"纪录片,运动",日本,26974345
他们已不再变老,2019-11-11,8.7,53614,,"历史,战争,纪录片","英国,新西兰",30242710
黎明墙,2017-11-18,9.3,8868,"约翰·布兰奇,汤米·考德威尔,凯文·乔根森","冒险,纪录片","奥地利,美国",30157353
金银潭实拍80天,2020-09-16,8.9,10940,,纪录片,中国大陆,35206308
美利坚女士,2020-01-23,8.7,49464,"泰勒·斯威夫特,乔·阿尔文,安德里亚·斯威夫特",纪录片,美国,34907421
乐士浮生录,1999-02-17,9.0,14797,"Octavio Calderon,Joachim Cooder,莱·库德","纪录片,音乐","德国,美国,英国,法国,古巴",1291857
人类,2015-09-12,8.9,19167,,纪录片,法国,26582012
监视资本主义：智能陷阱,2020-09-09,8.7,43084,"杰伦·拉尼尔,罗杰·麦克纳米,斯凯勒·吉桑多",纪录片,美国,34960008
寿司之神,2011-11-08,8.6,128002,"小野二郎,小野祯一",纪录片,美国,6146955
音乐人生,2009-04-03,8.9,9940,黄家正,纪录片,中国香港,3394878
冰山的阴影,2009-11-22,9.3,8406,"Aarno Mansikkamäki,Matti Seppänen",纪录片,芬兰,5157872
永远的车神,2011-06-03,9.2,9642,艾尔顿·塞纳,"纪录片,传记,运动",英国,3718778
好好拍电影,2020-10-23,8.8,13348,"许鞍华,徐克,侯孝贤",纪录片,中国香港,35158157
地球,2007-11-16,9.4,7304,"安君,詹姆斯·厄尔·琼斯,帕特里克·斯图尔特",纪录片,"英国,德国,美国",2264077
